id_pedido,fecha,id_cliente,edad_cliente,categoria_producto,canal_venta,region,metodo_pago,precio_unitario,cantidad,descuento_pct,dias_entrega,rating,devuelto,monto_total
PED-10267,2024-11-18,1697,29.0,Electrónica,web,Santa Fe,Tarjeta de crédito,170621.49,1,10,3.0,4.0,0,153559.34
PED-13296,2024-07-25,1048,39.0,belleza,Marketplace,Córdoba,Efectivo,11225.48,1,0,4.0,4.0,0,11225.48
PED-12371,2024-04-02,1619,36.0,deportes,app,CABA,Efectivo,27737.14,1,0,5.0,3.0,0,27737.14
PED-12527,2024-12-30,1590,29.0,Indumentaria, Web ,Mendoza,Tarjeta de débito,14543.6,1,0,7.0,,0,14543.6
PED-11696,2024-10-13,2100,42.0,Hogar,Web,Santa Fe,TARJETA DE DÉBITO,58645.47,1,10,4.0,5.0,0,52780.92
PED-10325,2024-08-24,2043,44.0,Electrónica, App ,GBA,Tarjeta de crédito,287992.35,1,0,3.0,5.0,0,287992.35
PED-12340,2024-11-27,2310,45.0,Electrónica,web, CABA ,tarjeta de crédito,160104.64,1,25,8.0,5.0,0,120078.48
PED-14906,2024-09-12,1124,44.0,Electrónica,App,CABA,MercadoPago,107369.8,1,0,3.0,5.0,0,107369.8
PED-13918,2024-07-01,1089,36.0,Hogar,Web,CABA,Transferencia,35229.7,1,0,2.0,4.0,0,35229.7
PED-10519,2025-05-16,2789,18.0,Hogar,Web,GBA,Efectivo,36861.56,1,5,1.0,,0,35018.48
PED-11879,2024-02-12,2696,38.0,JUGUETES,Web,GBA,Transferencia,6368.76,1,0,1.0,5.0,0,6368.76
PED-13790,2024-10-05,1161,18.0,Deportes,Web,GBA,Efectivo,41598.18,1,0,8.0,5.0,0,41598.18
PED-10426,2025-02-01,1071,49.0,INDUMENTARIA,Web,Mendoza,TARJETA DE DÉBITO,23340.18,1,0,5.0,4.0,0,23340.18
PED-11872,2025-03-24,1429,47.0,Deportes,App,Mendoza,Tarjeta de débito,33823.66,2,20,2.0,,0,54117.86
PED-14260,2024-12-01,1470,25.0,Electrónica,App,GBA,Efectivo,132957.49,1,20,6.0,4.0,0,106365.99
PED-13305,2025-03-30,2019,67.0,Juguetes, Web ,santa fe,Transferencia,7441.29,3,0,4.0,4.0,0,22323.87
PED-12921,2024-05-16,1620,53.0,Electrónica,Marketplace,gba,Efectivo,169776.56,1,0,5.0,4.0,0,169776.56
PED-10727,2024-08-12,1698,33.0,Hogar,App,Otras,Tarjeta de crédito,36596.69,2,0,7.0,2.0,0,73193.38
PED-14636,2024-04-20,1406,0.0,Electrónica,Web,otras,Tarjeta de crédito,230588.7,1,0,4.0,4.0,0,230588.7
PED-10674,2024-05-24,2586,18.0,Deportes,App,CÓRDOBA,Tarjeta de crédito,30223.13,1,0,7.0,5.0,0,30223.13
PED-12912,2025-04-22,1591,63.0,Hogar,Web,Otras,Transferencia,65919.09,1,0,9.0,,0,65919.09
PED-12082,2024-03-14,2765,35.0,Indumentaria,Web,GBA,MercadoPago,17107.78,1,10,7.0,1.0,0,15397.0
PED-10224,2024-07-13,1386,53.0,Deportes,Web,CABA,,30005.02,1,0,6.0,,0,30005.02
PED-13359,2024-01-11,1303,, Hogar ,web,CABA,Transferencia,40716.51,1,0,2.0,4.0,0,40716.51
PED-13385,2024-09-01,1841,53.0,Indumentaria,MARKETPLACE,CABA,MercadoPago,23318.61,1,5,2.0,5.0,0,22152.68
PED-12057,2024-05-25,2066,27.0,Belleza,App,GBA,TARJETA DE CRÉDITO,13917.66,2,15,3.0,5.0,0,23660.02
PED-12790,2025-04-09,1079,22.0,Juguetes,Marketplace,Otras,Tarjeta de crédito,8509.01,3,5,6.0,,0,24250.68
PED-10065,2024-09-08,1776,44.0,Indumentaria, Web ,CABA,tarjeta de crédito,36559.29,1,10,8.0,5.0,0,32903.36
PED-10544,2025-05-25,1690,38.0,Deportes,Web,CABA,Tarjeta de débito,56751.41,2,0,3.0,,0,113502.82
PED-14979,2024-01-18,2766,18.0,Deportes,,CABA,MercadoPago,34062.19,1,5,7.0,5.0,0,32359.08
PED-11694,2025-03-28,2510,50.0,Indumentaria,app,CABA,MercadoPago,26181.74,3,0,6.0,5.0,0,78545.22
PED-10312,2024-04-15,2734,56.0,Juguetes,Marketplace,gba,Tarjeta de crédito,13948.94,1,0,1.0,4.0,0,13948.94
PED-13977,2024-07-26,1596,30.0,Deportes,App,Otras,Tarjeta de crédito,40502.89,1,15,5.0,5.0,0,34427.46
PED-12720,2024-08-22,1696,56.0,Electrónica,App, Otras ,Tarjeta de débito,192720.29,1,20,3.0,4.0,0,154176.23
PED-13669,2024-12-25,1866,34.0,Hogar,Web,Otras,tarjeta de crédito,42256.22,1,0,6.0,,0,42256.22
PED-10039,2025-01-22,2107,25.0,Deportes,Web,Santa Fe,MercadoPago,36738.84,2,25,4.0,4.0,0,55108.26
PED-13366,2025-02-15,2544,38.0,Electrónica,App,gba,MercadoPago,173092.15,1,15,7.0,4.0,0,147128.33
PED-10783,2025-03-23,1629,50.0,belleza,Web,CABA,MercadoPago,15534.86,1,10,4.0,,0,13981.37
PED-10514,2024-03-30,2637,20.0,Indumentaria,Web,Otras,Tarjeta de crédito,30503.44,1,10,4.0,5.0,0,27453.1
PED-14272,2024-02-29,1547,46.0,Belleza,Marketplace,Santa Fe,TARJETA DE DÉBITO,10544.19,2,0,5.0,5.0,0,21088.38
PED-11573,2024-06-02,2179,39.0,INDUMENTARIA,Marketplace,GBA,Efectivo,17403.47,1,0,6.0,5.0,0,17403.47
PED-10445,2024-06-13,1219,48.0,BELLEZA,APP,GBA,Efectivo,8063.97,1,0,5.0,5.0,0,8063.97
PED-14329,2024-10-17,1979,45.0,Indumentaria,Web,Córdoba,Tarjeta de crédito,10762.85,1,0,4.0,3.0,0,10762.85
PED-11096,17/04/2024,1838,18.0,Electrónica,Marketplace,CÓRDOBA, Tarjeta de crédito ,165147.73,1,0,3.0,3.0,0,165147.73
PED-10509,2025-02-11,2741,33.0,Indumentaria,Web,SANTA FE,Efectivo,23496.5,1,20,1.0,5.0,1,18797.2
PED-11586,2025-02-10,2384,41.0,Indumentaria,Web, GBA ,Transferencia,30766.38,1,10,4.0,,1,27689.74
PED-13180,2024-08-17,1513,19.0,Electrónica,Web,caba,Tarjeta de crédito,277804.9,1,15,3.0,5.0,0,236134.16
PED-14315,2024-11-05,2441,42.0,Belleza,App,CABA,Tarjeta de crédito,17219.35,1,15,5.0,5.0,0,14636.45
PED-12807,2025-04-01,1236,18.0,Indumentaria,Web,Santa Fe,Tarjeta de débito,6600.6,1,0,9.0,4.0,0,6600.6
PED-11550,2025-04-26,2494,48.0,Electrónica,App,Santa Fe,Tarjeta de débito,170994.51,1,0,4.0,2.0,1,170994.51
PED-14185,2024-11-30,2397,47.0,Belleza,Web,CABA,TARJETA DE CRÉDITO,12956.66,2,15,7.0,4.0,0,22026.32
PED-13676,2024-02-18,2044,36.0,Hogar,Web,GBA,TARJETA DE CRÉDITO,35268.69,1,0,8.0,4.0,0,35268.69
PED-14593,2024-01-12,2329,25.0, Hogar ,MARKETPLACE,Otras,Tarjeta de débito,50374.08,5,15,2.0,4.0,0,214089.84
PED-11683,2024-02-27,1540,50.0,Belleza,Web,Mendoza,Tarjeta de crédito,3811.96,1,0,2.0,2.0,0,3811.96
PED-13302,06/12/2024,1513,32.0,Electrónica,APP,gba,Transferencia,150680.77,1,0,7.0,4.0,0,150680.77
PED-11261,2024-08-14,2669,33.0, Hogar ,Web,Mendoza,TARJETA DE DÉBITO,66379.26,2,20,6.0,5.0,1,106206.82
PED-12987,06/10/2024,1066,36.0,Electrónica,App,CABA,Transferencia,261312.32,1,0,8.0,5.0,0,261312.32
PED-11341,2025-02-04,2539,31.0,Hogar,Marketplace,CABA,MercadoPago,28620.5,1,0,4.0,3.0,0,28620.5
PED-10611,2025-01-08,2150,45.0,Hogar,Web,GBA,efectivo,48332.1,1,0,6.0,4.0,0,48332.1
PED-13644,2024-08-21,2122,54.0,Indumentaria,web,CABA,Tarjeta de débito,23163.73,2,0,4.0,2.0,0,46327.46
PED-12823,2024-05-03,2331,18.0,INDUMENTARIA,WEB,Córdoba,Tarjeta de débito,25930.26,4,10,3.0,5.0,0,93348.94
PED-12027,2024-01-20,2512,26.0,Juguetes,App,Mendoza,Tarjeta de crédito,9924.19,2,0,3.0,,0,19848.38
PED-14003,2025-01-22,2553,50.0, Juguetes ,Web,GBA,Transferencia,8372.58,4,5,1.0,1.0,0,31815.8
PED-14367,2024-02-12,1642,31.0,deportes,app,CABA,TARJETA DE DÉBITO,27382.6,1,0,9.0,4.0,0,0.0
PED-13881,04/04/2025,2491,0.0,Indumentaria,Web,CABA, Tarjeta de débito ,23902.11,1,0,7.0,4.0,1,23902.11
PED-10217,2024-06-11,2165,18.0,indumentaria,,caba,Tarjeta de débito,29107.33,1,0,9.0,4.0,1,29107.33
PED-11969,2024-12-18,1619,30.0,HOGAR,WEB,CABA,Tarjeta de crédito,72124.21,1,0,6.0,5.0,0,72124.21
PED-13351,2024-10-15,1328,22.0,Hogar,APP,GBA,tarjeta de crédito,48011.45,1,0,2.0,5.0,0,48011.45
PED-11386,2024-03-27,2190,31.0,indumentaria,App,GBA,Tarjeta de crédito,49301.91,1,0,5.0,5.0,1,49301.91
PED-12389,2024-02-10,1632,50.0,Electrónica,Web,GBA,Efectivo,195645.9,1,0,8.0,5.0,0,195645.9
PED-14778,2025-04-29,2043,39.0,belleza,App,CABA,tarjeta de crédito,12914.08,1,0,5.0,5.0,0,12914.08
PED-12430,2025-03-29,2429,37.0,Deportes,Marketplace,Otras,,41517.29,1,5,2.0,5.0,0,39441.43
PED-14537,2024-07-03,1325,27.0,Indumentaria,Web,Córdoba,Tarjeta de crédito,6263.37,4,0,7.0,3.0,0,25053.48
PED-12242,20/02/2025,2372,62.0,belleza,Web,Otras,MercadoPago,6558.36,1,5,4.0,5.0,1,6230.44
PED-14171,2024-10-07,2060,30.0,Electrónica,Web,Otras,Transferencia,131171.95,1,10,2.0,4.0,0,118054.76
PED-12756,2024-05-28,2286,43.0,deportes,Web,SANTA FE,MercadoPago,19845.31,4,15,6.0,4.0,0,67474.05
PED-14314,04/02/2025,1229,39.0,INDUMENTARIA,App,CABA,,38373.51,2,0,3.0,,1,76747.02
PED-12145,26/02/2024,1927,30.0,Electrónica,Web,GBA,Tarjeta de crédito,92951.54,1,5,2.0,5.0,0,88303.96
PED-13196,2024-04-09,2053,26.0,Hogar, Web ,CABA,Tarjeta de débito,70187.83,5,0,5.0,1.0,0,350939.15
PED-13220,2024-08-24,2761,25.0,indumentaria,Marketplace,CABA,Tarjeta de débito,15427.52,2,5,1.0,5.0,0,29312.29
PED-12699,05/04/2024,2499,40.0,Juguetes,Web,,Tarjeta de crédito,11010.37,1,20,1.0,,0,8808.3
PED-14308,2025-04-06,1008,31.0,Juguetes,App,Otras, Efectivo ,13940.67,1,0,4.0,4.0,0,13940.67
PED-10858,2025-02-21,2619,47.0,electrónica,app,Santa Fe,Tarjeta de débito,153849.25,1,25,5.0,2.0,0,115386.94
PED-10089,2024-08-18,1049,41.0,Electrónica,App,GBA,Tarjeta de crédito,232779.15,2,0,6.0,4.0,0,465558.3
PED-13912,2024-12-16,2585,84.0,Indumentaria,App,Otras,Tarjeta de crédito,23214.79,2,0,9.0,4.0,0,46429.58
PED-11251,2024-01-17,1523,39.0,Indumentaria,Marketplace,GBA,Tarjeta de crédito,28750.41,2,10,8.0,5.0,0,51750.74
PED-10560,2025-03-24,1640,28.0,Indumentaria,App,Mendoza,Tarjeta de crédito,12305.69,1,0,5.0,5.0,0,12305.69
PED-13480,2025-05-04,2779,50.0,Indumentaria,Web,Santa Fe,MercadoPago,16382.64,1,0,3.0,5.0,0,16382.64
PED-10649,2025-04-18,1785,19.0,Electrónica,Web,GBA,Tarjeta de crédito,115314.21,1,15,10.0,,0,98017.08
PED-13511,2024-06-04,1329,36.0,Hogar,Marketplace,CABA,Tarjeta de crédito,20912.1,1,5,1.0,2.0,0,19866.5
PED-11305,2024-11-04,1936,27.0,Electrónica,Web,Santa Fe,TARJETA DE DÉBITO,-294871.61,1,15,9.0,5.0,0,250640.87
PED-13213,2024-03-08,2482,50.0,INDUMENTARIA,WEB,Córdoba,transferencia,18170.67,1,10,1.0,4.0,0,16353.6
PED-12676,2024-01-10,1339,27.0,Deportes,App,Otras,MercadoPago,36501.18,1,0,9.0,4.0,0,36501.18
PED-14727,2025-04-26,2522,63.0,Hogar,APP,CABA,Transferencia,43147.67,1,0,6.0,4.0,0,43147.67
PED-11527,23/04/2024,1498,,Belleza,Web,CABA,Tarjeta de crédito,5859.46,2,20,5.0,5.0,0,9375.14
PED-11662,2024-10-06,2666,45.0,Electrónica,APP,GBA,Efectivo,58750.59,1,0,7.0,5.0,0,58750.59
PED-14290,2025-03-29,2419,44.0,Deportes,WEB,CABA,MercadoPago,20759.62,3,0,3.0,1.0,0,62278.86
PED-14604,08/07/2024,2763,41.0,INDUMENTARIA,Web,Córdoba,,17828.08,1,0,3.0,4.0,0,17828.08
PED-14474,2024-12-20,2689,21.0,HOGAR,App,Santa Fe,Tarjeta de débito,692.55,1,0,3.0,5.0,0,692.55
PED-11310,2024-12-14,2606,30.0,Electrónica,App,CABA,Transferencia,128719.78,1,0,3.0,5.0,1,128719.78
PED-11111,2025-03-15,1661,18.0,Deportes,Marketplace, CABA ,MercadoPago,42162.64,1,5,1.0,5.0,0,40054.51
PED-14334,2025-05-22,1438,44.0,Indumentaria,APP,GBA,transferencia,23577.22,1,0,6.0,3.0,0,0.0
PED-10008,2024-08-02,1573,50.0,Deportes,WEB,,Transferencia,45146.89,1,0,6.0,5.0,1,45146.89
PED-14805,2024-07-10,1661,18.0,ELECTRÓNICA,Marketplace,,Tarjeta de crédito,203728.19,1,0,1.0,4.0,0,203728.19
PED-12318,2025-04-21,2172,36.0,Deportes,Web,GBA,Efectivo,43852.71,1,5,1.0,4.0,0,41660.07
PED-13048,2024-07-09,1160,66.0,ELECTRÓNICA,Web,Otras,TARJETA DE DÉBITO,92968.57,1,0,8.0,4.0,0,92968.57
PED-13487,2025-06-11,2505,56.0,deportes,Web,GBA,Transferencia,16875.01,1,0,6.0,,0,16875.01
PED-11070,2025-04-21,2235,39.0,Indumentaria,,Córdoba,Tarjeta de crédito,20973.75,1,15,6.0,5.0,0,17827.69
PED-12824,2025-04-15,1551,54.0,Juguetes,Web,GBA,Transferencia,8299.72,3,0,1.0,,0,24899.16
PED-11849,2025-03-11,1966,46.0,Hogar,Web,CABA,Tarjeta de crédito,39040.55,2,0,5.0,3.0,0,78081.1
PED-10809,2024-05-09,1586,35.0,Indumentaria, App ,Mendoza,Tarjeta de débito,29929.44,1,0,8.0,5.0,0,29929.44
PED-13786,2024-09-29,1700,40.0, Electrónica ,App,MENDOZA,Tarjeta de débito,222263.0,2,15,3.0,1.0,0,377847.1
PED-10336,2024-03-09,1829,56.0,Electrónica,Web,GBA,Efectivo,115279.1,2,20,1.0,4.0,0,184446.56
PED-12307,2025-01-10,1453,26.0,Hogar,App,CABA,Transferencia,32901.8,2,0,9.0,5.0,0,65803.6
PED-14465,2025-06-03,1561,32.0,Indumentaria,marketplace,CABA,,23215.65,1,0,2.0,4.0,1,23215.65
PED-10733,2024-11-15,1214,52.0,Deportes,MARKETPLACE,GBA,MercadoPago,50482.24,1,0,6.0,5.0,0,50482.24
PED-13595,2025-02-28,2310,21.0,Hogar,Marketplace,GBA,Tarjeta de crédito,48633.57,1,5,4.0,5.0,0,46201.89
PED-13532,2025-03-30,2750,41.0,Hogar,web,CABA, Efectivo ,46324.34,1,0,2.0,3.0,0,46324.34
PED-11169,2025-06-24,1302,22.0,Indumentaria,Marketplace,CABA,Tarjeta de crédito,12776.4,1,0,2.0,5.0,0,12776.4
PED-11955,2025-06-17,1461,24.0,Juguetes,App,Santa Fe,TARJETA DE DÉBITO,15454.26,1,15,3.0,5.0,0,13136.12
PED-10897,2024-07-12,1645,35.0, Hogar ,Marketplace,gba,Tarjeta de crédito,55595.2,3,10,5.0,5.0,0,150107.04
PED-14353,2024-12-29,1321,43.0,Hogar,MARKETPLACE,CABA,TARJETA DE CRÉDITO,43272.93,5,0,1.0,5.0,0,216364.65
PED-13776,2024-10-13,1026,26.0,BELLEZA, Web ,CABA,Tarjeta de crédito,23875.72,1,0,8.0,4.0,0,23875.72
PED-11146,2024-08-13,1199,37.0, Belleza ,Web,GBA,TARJETA DE CRÉDITO,20737.32,1,0,4.0,4.0,0,20737.32
PED-10776,2024-08-12,2128,44.0,Indumentaria,App,caba,TARJETA DE DÉBITO,-15123.11,1,0,8.0,4.0,0,15123.11
PED-14887,2025-03-22,1535,61.0,Electrónica,APP,Santa Fe,Tarjeta de débito,286083.73,2,0,1.0,4.0,0,572167.46
PED-14202,2025-03-16,1850,49.0,Deportes,Marketplace,,,32431.97,1,0,3.0,5.0,0,32431.97
PED-13966,2025-03-14,1885,22.0,Belleza,Marketplace, GBA ,MERCADOPAGO,8644.35,1,0,2.0,3.0,0,8644.35
PED-14360,2024-06-19,1243,28.0,electrónica,App,Córdoba,MercadoPago,312260.93,3,15,9.0,5.0,0,796265.37
PED-12315,2024-05-06,2157,58.0,Indumentaria,Marketplace,Otras,MercadoPago,27054.69,2,0,5.0,4.0,0,54109.38
PED-12841,2024-01-26,2010,57.0,Belleza,App,GBA,Tarjeta de débito,15852.45,2,0,5.0,5.0,0,31704.9
PED-10808,2024-11-19,2689,35.0,Electrónica,Web,GBA,Efectivo,230264.84,1,10,3.0,5.0,0,207238.36
PED-14426,29/09/2024,2782,61.0,Hogar,App,GBA,Tarjeta de débito,59847.52,1,0,8.0,4.0,0,59847.52
PED-13565,2024-12-20,2221,49.0,Juguetes,APP,Otras,Tarjeta de débito,10991.07,1,0,3.0,2.0,0,10991.07
PED-12842,2024-01-25,1157,31.0,Electrónica,Web,Córdoba,Tarjeta de débito,166520.16,4,25,7.0,4.0,1,499560.48
PED-11200,2024-08-03,1587,35.0,Deportes,Marketplace,CABA,Tarjeta de crédito,52671.01,2,0,3.0,4.0,0,105342.02
PED-10054,2024-01-02,2669,33.0,Indumentaria,Web,GBA,Transferencia,21128.8,4,0,2.0,5.0,0,84515.2
PED-13226,2024-02-23,1614,18.0,Juguetes,web,Mendoza,Tarjeta de débito,18377.22,1,0,1.0,4.0,0,18377.22
PED-10497,2024-08-20,1365,20.0,hogar, Marketplace ,CABA,Tarjeta de crédito,31827.0,1,10,4.0,1.0,0,28644.3
PED-13328,2024-05-16,1653,40.0,Deportes,MARKETPLACE,GBA,Tarjeta de débito,45873.38,2,20,6.0,4.0,0,73397.41
PED-14845,2025-04-26,2201,,Belleza,Marketplace,GBA,Tarjeta de débito,11664.99,1,0,7.0,4.0,0,11664.99
PED-10833,2024-02-20,1264,18.0,Indumentaria,Web,Otras,Tarjeta de débito,18720.66,1,0,1.0,5.0,0,18720.66
PED-10791,2025-03-16,2163,52.0, Deportes ,app,Santa Fe,TARJETA DE DÉBITO,1924.43,1,5,4.0,5.0,0,1828.21
PED-14907,2024-08-09,1804,24.0,Indumentaria,App,GBA,Tarjeta de crédito,31350.62,1,20,3.0,5.0,0,25080.5
PED-10834,2024-01-29,2159,38.0,indumentaria,Web,CABA,Transferencia,20652.33,1,0,1.0,4.0,0,20652.33
PED-13112,24/07/2024,1478,18.0,Electrónica,Web,Otras,MercadoPago,196252.26,1,0,1.0,5.0,0,196252.26
PED-11974,2024-01-30,1801,38.0,Indumentaria, App ,GBA,Transferencia,19501.89,1,0,3.0,5.0,0,19501.89
PED-13458,2024-02-17,2481,,INDUMENTARIA,Web,MENDOZA,TARJETA DE DÉBITO,42770.47,1,0,4.0,5.0,0,42770.47
PED-14494,2024-09-09,2267,30.0,DEPORTES,App,CABA,Transferencia,25450.29,2,0,8.0,5.0,1,50900.58
PED-14703,2024-01-28,1177,61.0,Belleza,App,Mendoza,Tarjeta de crédito,14648.16,2,5,5.0,4.0,0,27831.5
PED-10754,2024-10-22,1210,49.0,Deportes,APP,GBA,Transferencia,12473.41,2,0,4.0,5.0,0,24946.82
PED-13639,2024-09-12,1123,35.0,INDUMENTARIA,App,Córdoba,tarjeta de débito,34887.59,1,0,8.0,5.0,0,34887.59
PED-11438,2025-05-16,2271,18.0, Hogar ,Web,Córdoba,Efectivo,42888.82,1,0,7.0,5.0,0,42888.82
PED-14503,2024-12-22,1510,41.0,Indumentaria,Web,Otras, Tarjeta de crédito ,20757.09,1,5,2.0,4.0,0,19719.24
PED-14291,2024-02-05,2497,29.0,HOGAR,App,CABA,Tarjeta de crédito,54366.7,2,0,4.0,5.0,1,108733.4
PED-13818,2024-11-03,1463,,Hogar, Web ,otras,MERCADOPAGO,12311.34,2,10,3.0,5.0,0,22160.41
PED-10063,31/03/2025,2062,37.0,Electrónica,App,Córdoba,MercadoPago,154525.19,1,10,6.0,5.0,0,139072.67
PED-14610,01/04/2024,1029,55.0,Deportes,Web, Mendoza ,Tarjeta de crédito,54534.86,1,15,6.0,4.0,0,46354.63
PED-12867,2024-05-01,1754,46.0,deportes,Marketplace,Otras,Efectivo,32212.76,1,0,8.0,,0,32212.76
PED-12130,2025-05-04,1139,46.0,Electrónica,marketplace,Córdoba,Tarjeta de crédito,175574.19,3,15,6.0,4.0,0,447714.18
PED-10532,2025-01-08,2251,33.0,Belleza,Web,GBA,Efectivo,18865.12,1,0,4.0,5.0,0,18865.12
PED-11538,2024-12-26,2713,50.0,juguetes,Marketplace,OTRAS,Tarjeta de crédito,12301.11,1,0,5.0,5.0,0,12301.11
PED-11281,2024-05-09,1063,43.0,Electrónica,app,CABA,Tarjeta de crédito,135066.38,2,0,2.0,4.0,0,270132.76
PED-12926,2024-09-11,2491,37.0,Deportes,Web,Otras,Tarjeta de crédito,41808.83,1,0,1.0,5.0,0,41808.83
PED-10574,2025-01-23,1375,18.0,Hogar,App,Santa Fe,TARJETA DE DÉBITO,23355.18,1,10,2.0,2.0,0,21019.66
PED-13718,2025-02-02,2312,40.0,DEPORTES,App,Otras,Efectivo,29201.5,1,5,1.0,3.0,0,27741.42
PED-11595,2024-11-29,1735,20.0,JUGUETES,app,CABA,Tarjeta de crédito,18543.34,1,5,7.0,4.0,0,17616.17
PED-13582,2024-07-09,1502,26.0,Hogar,App,CABA,Tarjeta de débito,68136.84,1,0,6.0,5.0,0,68136.84
PED-11674,2025-02-28,2552,26.0,Indumentaria,Marketplace,GBA,TARJETA DE CRÉDITO,34525.55,1,0,3.0,5.0,0,34525.55
PED-11040,2024-10-01,2505,47.0,Electrónica,Web,Santa Fe,Transferencia,387000.59,1,0,9.0,3.0,0,387000.59
PED-10463,2024-03-31,2053,33.0,Hogar,Marketplace,Córdoba,MercadoPago,14976.77,1,0,6.0,2.0,0,14976.77
PED-14582,2024-08-13,2021,35.0,Juguetes,app,Santa Fe,Tarjeta de débito,13079.39,1,0,6.0,5.0,0,13079.39
PED-13701,2024-08-25,1023,42.0,Hogar,web,,Transferencia,48422.33,1,5,7.0,3.0,0,46001.21
PED-14529,2024-01-22,1674,18.0,Belleza,Web,GBA,Tarjeta de crédito,10876.8,1,15,5.0,5.0,0,9245.28
PED-10636,2024-08-26,2557,27.0,Juguetes,App,Santa Fe,tarjeta de débito,20254.31,2,0,5.0,3.0,0,40508.62
PED-11521,11/07/2024,2208,52.0,Belleza,MARKETPLACE,córdoba,Efectivo,12555.7,1,0,5.0,3.0,0,12555.7
PED-13902,2024-07-13,1600,38.0,Juguetes,WEB,caba,Tarjeta de crédito,18722.7,1,0,5.0,4.0,0,18722.7
PED-12910,27/12/2024,1420,45.0,Deportes,marketplace,gba,MercadoPago,39924.28,1,5,4.0,5.0,0,37928.07
PED-13466,2025-04-24,1304,50.0,Hogar,App,GBA,Tarjeta de crédito,49013.38,1,10,6.0,5.0,0,44112.04
PED-13866,2024-10-25,1816,35.0,Hogar,Web,Santa Fe,Transferencia,17938.28,1,10,4.0,5.0,0,16144.45
PED-13800,2024-01-02,2324,59.0,Indumentaria,Marketplace,GBA,Tarjeta de débito,32065.23,1,0,1.0,3.0,0,32065.23
PED-13708,2024-09-03,1848,44.0,Juguetes, Web ,CABA,Tarjeta de débito,11620.98,1,20,4.0,3.0,0,9296.78
PED-13171,2024-07-26,1199,38.0,Electrónica,App,GBA,Efectivo,201882.44,1,5,8.0,5.0,0,191788.32
PED-13998,2024-01-05,1664,32.0,ELECTRÓNICA,Web,GBA,Tarjeta de crédito,164616.55,1,0,4.0,5.0,0,164616.55
PED-13849,2024-05-18,1257,33.0,Indumentaria,APP,CABA,TARJETA DE CRÉDITO,22062.48,1,10,5.0,4.0,0,19856.23
PED-11727,2025-03-24,1114,28.0,Belleza, Marketplace ,CABA,Tarjeta de crédito,9987.99,2,0,4.0,,0,19975.98
PED-11892,2024-07-29,2203,32.0,Electrónica,MARKETPLACE,GBA,Tarjeta de débito,207783.78,1,0,5.0,4.0,0,207783.78
PED-14872,2024-03-27,1173,28.0,Indumentaria,App,otras,Tarjeta de débito,24578.46,1,25,9.0,4.0,0,18433.84
PED-11063,2024-03-26,2136,43.0,HOGAR,web,Otras,Tarjeta de crédito,51260.34,2,10,4.0,1.0,0,92268.61
PED-12129,2024-06-26,2118,27.0,ELECTRÓNICA,app,CABA,Tarjeta de débito,188903.04,3,25,4.0,4.0,0,425031.84
PED-11742,2024-01-12,2590,51.0,Indumentaria,Web,caba,Tarjeta de crédito,22586.58,3,15,8.0,3.0,0,57595.78
PED-14983,2024-10-21,2621,28.0, Electrónica ,Web,GBA,Tarjeta de crédito,148257.32,1,20,5.0,5.0,0,118605.86
PED-10706,2025-06-26,2737,47.0,Belleza,App,otras,Tarjeta de crédito,10821.72,1,5,4.0,3.0,0,10280.63
PED-13115,2024-06-27,1570,30.0,Indumentaria,Web,caba,TARJETA DE CRÉDITO,38153.72,1,0,5.0,5.0,0,38153.72
PED-13968,2024-04-20,1753,54.0, Electrónica ,Web,Córdoba,Transferencia,174602.59,1,0,4.0,4.0,0,174602.59
PED-11552,2024-10-05,2063,29.0,Electrónica,App,Santa Fe,Tarjeta de crédito,136585.27,1,0,2.0,4.0,0,136585.27
PED-12474,2024-07-14,1857,46.0,Indumentaria,App,GBA, Tarjeta de crédito ,16197.22,2,0,1.0,5.0,0,32394.44
PED-11167,2024-09-23,2081,26.0,Belleza,App,Santa Fe,Tarjeta de crédito,14655.04,1,0,7.0,3.0,0,14655.04
PED-14074,2025-01-22,2455,18.0,juguetes,App,GBA,TARJETA DE DÉBITO,21535.65,1,0,3.0,5.0,0,21535.65
PED-13853,2024-03-03,2380,49.0,Indumentaria,WEB,Otras,Tarjeta de débito,35380.79,1,10,7.0,1.0,0,31842.71
PED-12619,2024-05-20,1946,28.0,Indumentaria,App,GBA,tarjeta de débito,28117.45,1,20,4.0,4.0,0,22493.96
PED-10179,2025-05-25,1704,31.0,Electrónica,Web,GBA,Tarjeta de crédito,101039.52,1,0,7.0,1.0,1,101039.52
PED-13981,2025-05-10,1621,41.0,Juguetes,Marketplace,GBA,Tarjeta de crédito,15720.38,1,0,6.0,5.0,1,15720.38
PED-13179,09/05/2025,2427,35.0,Juguetes,App,CABA,Tarjeta de crédito,16011.52,1,20,5.0,5.0,0,12809.22
PED-10492,2024-08-14,1293,35.0,Juguetes,App,Santa Fe,Tarjeta de crédito,24218.77,5,25,9.0,5.0,0,90820.39
PED-13635,2024-06-03,2653,31.0,HOGAR,Marketplace,CABA,Tarjeta de crédito,47188.44,1,5,7.0,,0,44829.02
PED-13253,2024-10-22,2248,39.0,Hogar,MARKETPLACE,CABA,Tarjeta de crédito,44453.75,1,0,8.0,5.0,0,44453.75
PED-12226,2025-01-06,1214,59.0,Indumentaria,App,Otras,Tarjeta de crédito,14716.36,2,5,1.0,2.0,0,27961.08
